10 0 0
10 1 0
10 2 0
10 3 0
10 4 0
10 5 0
10 6 0
10 7 0
10 8 0
10 9 0
10 10 0
10 11 0
10 12 0
10 13 0
10 14 0
10 15 0
10 16 0
10 17 0
10 18 0
10 19 0
10 20 0
10 21 0
10 22 0
10 23 0
10 24 0
10 25 0
10 26 0
10 27 0
10 28 0
10 29 0
10 30 0
10 31 0
10 32 0
10 33 0
10 34 0
10 35 0
10 36 0
10 37 0
10 38 0
10 39 0
10 40 0
10 41 0
10 42 0
10 43 0
10 44 0
10 45 0
10 46 0
10 47 0
10 48 0
10 49 0
20 0 0
20 1 0
20 2 0
20 3 0
20 4 0
20 5 0
20 6 0
20 7 0
20 8 0
20 9 0
20 10 0
20 11 0
20 12 0
20 13 0
20 14 0
20 15 0
20 16 0
20 17 0
20 18 0
20 19 0
20 20 0
20 21 0
20 22 0
20 23 0
20 24 0
20 25 0
20 26 0
20 27 0
20 28 0
20 29 0
20 30 0
20 31 0
20 32 0
20 33 0
20 34 0
20 35 0
20 36 0
20 37 0
20 38 0
20 39 0
20 40 0
20 41 0
20 42 0
20 43 0
20 44 0
20 45 0
20 46 0
20 47 0
20 48 0
20 49 0
30 0 0
30 1 0
30 2 0
30 3 0
30 4 0
30 5 0
30 6 0
30 7 0
30 8 0
30 9 0
30 10 0
30 11 0
30 12 0
30 13 0
30 14 0
30 15 0
30 16 0
30 17 0
30 18 0
30 19 0
30 20 0
30 21 0
30 22 0
30 23 0
30 24 0
30 25 0
30 26 0
30 27 0
30 28 0
30 29 0
30 30 0
30 31 0
30 32 0
30 33 0
30 34 0
30 35 0
30 36 0
30 37 0
30 38 0
30 39 0
30 40 0
30 41 0
30 42 0
30 43 0
30 44 0
30 45 0
30 46 0
30 47 0
30 48 0
30 49 0
40 0 0
40 1 0
40 2 0
40 3 0
40 4 0
40 5 0
40 6 0
40 7 0
40 8 0
40 9 0
40 10 0
40 11 0
40 12 0
40 13 0
40 14 0
40 15 0
40 16 0
40 17 0
40 18 0
40 19 0
40 20 0
40 21 0
40 22 0
40 23 0
40 24 0
40 25 0
40 26 0
40 27 0
40 28 0
40 29 0
40 30 0
40 31 0
40 32 0
40 33 0
40 34 0
40 35 0
40 36 0
40 37 0
40 38 0
40 39 0
40 40 0
40 41 0
40 42 0
40 43 0
40 44 0
40 45 0
40 46 0
40 47 0
40 48 0
40 49 0
50 0 0
50 1 0
50 2 0
50 3 0
50 4 0
50 5 0
50 6 0
50 7 0
50 8 0
50 9 0
50 10 0
50 11 0
50 12 0
50 13 0
50 14 0
50 15 0
50 16 0
50 17 0
50 18 0
50 19 0
50 20 0
50 21 0
50 22 0
50 23 0
50 24 0
50 25 0
50 26 0
50 27 0
50 28 0
50 29 0
50 30 0
50 31 0
50 32 0
50 33 0
50 34 0
50 35 0
50 36 0
50 37 0
50 38 0
50 39 0
50 40 0
50 41 0
50 42 0
50 43 0
50 44 0
50 45 0
50 46 0
50 47 0
50 48 0
50 49 0
60 0 0
60 1 0
60 2 0
60 3 0
60 4 0
60 5 0
60 6 0
60 7 0
60 8 0
60 9 0
60 10 0
60 11 0
60 12 0
60 13 0
60 14 0
60 15 0
60 16 0
60 17 0
60 18 0
60 19 0
60 20 0
60 21 0
60 22 0
60 23 0
60 24 0
60 25 0
60 26 0
60 27 0
60 28 0
60 29 0
60 30 0
60 31 0
60 32 0
60 33 0
60 34 0
60 35 0
60 36 0
60 37 0
60 38 0
60 39 0
60 40 0
60 41 0
60 42 0
60 43 0
60 44 0
60 45 0
60 46 0
60 47 0
60 48 0
60 49 0
70 0 0
70 1 0
70 2 0
70 3 0
70 4 0
70 5 0
70 6 0
70 7 0
70 8 0
70 9 0
70 10 0
70 11 0
70 12 0
70 13 0
70 14 0
70 15 0
70 16 0
70 17 0
70 18 0
70 19 0
70 20 0
70 21 0
70 22 0
70 23 0
70 24 0
70 25 0
70 26 0
70 27 0
70 28 0
70 29 0
70 30 0
70 31 0
70 32 0
70 33 0
70 34 0
70 35 0
70 36 0
70 37 0
70 38 0
70 39 0
70 40 0
70 41 0
70 42 0
70 43 0
70 44 0
70 45 0
70 46 0
70 47 0
70 48 0
70 49 0
80 0 0
80 1 0
80 2 0
80 3 0
80 4 0
80 5 0
80 6 0
80 7 0
80 8 0
80 9 0
80 10 0
80 11 0
80 12 0
80 13 0
80 14 0
80 15 0
80 16 0
80 17 0
80 18 0
80 19 0
80 20 0
80 21 0
80 22 0
80 23 0
80 24 0
80 25 0
80 26 0
80 27 0
80 28 0
80 29 0
80 30 0
80 31 0
80 32 0
80 33 0
80 34 0
80 35 0
80 36 0
80 37 0
80 38 0
80 39 0
80 40 0
80 41 0
80 42 0
80 43 0
80 44 0
80 45 0
80 46 0
80 47 0
80 48 0
80 49 0
90 0 0
90 1 0
90 2 0
90 3 0
90 4 0
90 5 0
90 6 0
90 7 0
90 8 0
90 9 0
90 10 0
90 11 0
90 12 0
90 13 0
90 14 0
90 15 0
90 16 0
90 17 0
90 18 0
90 19 0
90 20 0
90 21 0
90 22 0
90 23 0
90 24 0
90 25 0
90 26 0
90 27 0
90 28 0
90 29 0
90 30 0
90 31 0
90 32 0
90 33 0
90 34 0
90 35 0
90 36 0
90 37 0
90 38 0
90 39 0
90 40 0
90 41 0
90 42 0
90 43 0
90 44 0
90 45 0
90 46 0
90 47 0
90 48 0
